movie_title,director_name,budget,content_rating,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,imdb_score
Light It Up ,Craig Bolotin,13000000,R,99,Rosario Dawson,Vanessa Williams,Robert Ri'chard,5871603,Drama|Thriller,black cop|die hard scenario|hostage negotiator|police|police brutality,6
Light Sleeper ,Paul Schrader,5000000,R,103,Dana Delany,Jane Adams,David Clennon,1100000,Crime|Drama,bare breasts|drugs|existentialism|new york city|redemption,6.8
Limbo ,John Sayles,8000000,R,126,Mary Elizabeth Mastrantonio,Casey Siemaszko,Vanessa Martinez,1997807,Adventure|Drama|Thriller,alaska|island|motorboat|singer|wilderness,7.1
Lions for Lambs ,Robert Redford,35000000,R,92,Meryl Streep,Tom Cruise,Andrew Garfield,14998070,Drama|Thriller|War,afghanistan|professor|reporter|student|university,6.2
Little Children ,Todd Field,26000000,R,137,Kate Winslet,Noah Emmerich,Jane Adams,5459824,Drama|Romance,adulterous wife|bar|dysfunctional marriage|sex offender|suburb,7.6
Little Miss Sunshine ,Jonathan Dayton,8000000,R,101,Steve Carell,Steven Christopher Parker,Jill Talley,59889948,Comedy|Drama,gay|graduate student|sister sister relationship|sprite|uncle nephew relationship,7.9
Living Out Loud ,Richard LaGravenese,12000000,R,100,Holly Hunter,Eddie Cibrian,Jenette Goldstein,12902790,Comedy|Drama|Romance,brooklyn bridge|divorce|female protagonist|female star appears nude|lingerie slip,6.6
Locker 13 ,Bruce Dellis,300000,R,95,Tatyana Ali,Ricky Schroder,Jon Polito,2468,Thriller,digit in title|latino|life or death|philosophy|supernatural,4.8
Lone Star ,John Sayles,5000000,R,135,Matthew McConaughey,Clifton James,Miriam Colon,13269963,Drama|Mystery,father son relationship|interracial relationship|neo western|sheriff|texas,7.6
Lone Survivor ,Peter Berg,40000000,R,121,Jerry Ferrara,Scott Elrod,Dan Bilzerian,125069696,Action|Biography|Drama|Thriller|War,courage|navy seal|outnumbered|shot multiple times|survival,7.6
Lonesome Jim ,Steve Buscemi,500000,R,91,Kevin Corrigan,Seymour Cassel,Mary Kay Place,154077,Comedy|Drama,bail|coma|dart board|indiana|ladder factory,6.6
Looper ,Rian Johnson,30000000,R,119,Joseph Gordon-Levitt,Bruce Willis,Tracie Thoms,66468315,Action|Crime|Drama|Sci-Fi|Thriller,chase|future|surprise ending|time loop|time travel,7.4
Lord of War ,Andrew Niccol,50000000,R,122,Nicolas Cage,Jeremy Crutchley,Jared Burke,24127895,Crime|Drama|Thriller,1980s|arms dealer|immorality|ukrainian|warlord,7.6
Lost in Translation ,Sofia Coppola,4000000,R,101,Scarlett Johansson,Bill Murray,Catherine Lambert,44566004,Drama,fish out of water|japanese|loneliness|older man younger woman relationship|unlikely friendship,7.8
Lost Souls ,Janusz Kaminski,28000000,R,97,Philip Baker Hall,Bob Clendenin,Ben Chaplin,16779636,Drama|Horror|Thriller,faith|mental patient|priest|scheme|teacher,4.8
Love & Other Drugs ,Edward Zwick,30000000,R,112,Jake Gyllenhaal,Anne Hathaway,Judy Greer,32357532,Comedy|Drama|Romance,female nudity|male objectification|pfizer|viagra|zoloft,6.7
Love in the Time of Cholera ,Mike Newell,45000000,R,139,Marcela Mar,Giovanna Mezzogiorno,Unax Ugalde,4584886,Drama|Romance,19th century|colombia|love|marriage|widow,6.4
Love Jones ,Theodore Witcher,10000000,R,104,Leonard Roberts,Nia Long,Larenz Tate,12514138,Drama|Romance,african american|cult film|ex boyfriend|middle class|sex,7.4
Love Ranch ,Taylor Hackford,25000000,R,117,Scout Taylor-Compton,Bai Ling,Gil Birmingham,134904,Comedy|Drama|Romance|Sport,argentine|brothel|cancer|female full frontal nudity|fight,5.7
Love Stinks ,Jeff Franklin,4000000,R,94,Ivana Milicevic,Tyra Banks,Bridgette Wilson-Sampras,2800000,Comedy,black comedy|marriage|marriage proposal|not taking no for an answer|obsessive woman,5.8
Lovely & Amazing ,Nicole Holofcener,250000,R,91,Aunjanue Ellis,Brenda Blethyn,Raven Goodwin,4186931,Comedy|Drama|Romance,african american|dog|homecoming queen|insecurity|surgery,6.9
Luminarias ,José Luis Valenzuela,1000000,R,100,Cheech Marin,Lupe Ontiveros,Robert Beltran,428535,Comedy|Romance,divorce|friend|jewish|lent|restaurant,3.6
MacGruber ,Jorma Taccone,10000000,R,95,Jasper Cole,Will Forte,Powers Boothe,8460995,Action|Comedy|Romance,colonel|lieutenant|nuclear warhead|team|washington d.c.,5.5
Machete ,Ethan Maniquis,10500000,R,105,Robert De Niro,Don Johnson,Cheech Marin,26589953,Action|Crime|Thriller,machete|mexican|mexico|priest|texas,6.7
Machine Gun Preacher ,Marc Forster,30000000,R,129,Gerard Butler,Madeline Carroll,Kathy Baker,537580,Action|Biography|Crime|Drama,africa|biker|church|orphanage|preacher,6.8
Made ,Jon Favreau,5000000,R,95,Jon Favreau,Faizon Love,Jonathan Silverman,5308707,Comedy|Crime|Drama|Thriller,friendship|loudmouth|money laundering|new york city|stripper,6.4
Magic Mike XXL ,Gregory Jacobs,14800000,R,115,Matt Bomer,Channing Tatum,Kevin Nash,66009973,Comedy|Drama|Music,male bonding|male friendship|male objectification|muscular|stripper,5.7
Magic Mike ,Steven Soderbergh,7000000,R,110,Channing Tatum,Alex Pettyfer,Matthew McConaughey,113709992,Comedy|Drama,bank|male nudity|male objectification|male stripper|stripper,6.1
Magnolia ,Paul Thomas Anderson,37000000,R,188,Patton Oswalt,Neil Flynn,Jim Meskimen,22450975,Drama,abusive father|coincidence|fictional game show|fictional quiz show|multiple storyline,8
Major League ,David S. Ward,11000000,R,107,Corbin Bernsen,Tom Berenger,Rene Russo,49797148,Comedy|Sport,cleveland indians|league|manager|owner|team,7.2
Mallrats ,Kevin Smith,6000000,R,123,Ethan Suplee,Jason Mewes,Joey Lauren Adams,2122561,Comedy|Romance,comic|ex girlfriend|jay and silent bob|mall|teenager,7.2
Malone ,Harley Cokeliss,10000000,R,92,Cliff Robertson,Tracey Walter,Dennis Burkley,3060858,Action|Drama|Thriller,assassin|box office flop|cia|farmer|power,5.6
Man on Fire ,Tony Scott,70000000,R,146,Denzel Washington,Radha Mitchell,Giancarlo Giannini,77862546,Action|Crime|Drama|Thriller,bodyguard|journalist|kidnapping|mexico|police corruption,7.7
Marci X ,Richard Benjamin,20000000,R,80,Damon Wayans,Jane Krakowski,Paula Garcés,1646664,Comedy|Music,female protagonist|hip hop|jewish american princess|rapper|record label,2.8
Margaret ,Kenneth Lonergan,14000000,R,186,Matt Damon,Kieran Culkin,John Gallagher Jr.,46495,Drama,accident|bus|loss of virginity|new york city|virginity,6.5
Margin Call ,J.C. Chandor,3500000,R,107,Kevin Spacey,Demi Moore,Ashley Williams,5354039,Biography|Drama|Thriller,capital management|financial crisis|financial disaster|investment fraud|management,7.1
Martin Lawrence Live: Runteldat ,David Raynr,3000000,R,113,Nancy O'Dell,Mikki Padilla,Dayna Devon,19184015,Biography|Comedy|Documentary,actor name in title|colon in title|four word title|live performance|satire,5.4
Mary Reilly ,Stephen Frears,47000000,R,108,Julia Roberts,Bronagh Gallagher,George Cole,5600000,Drama|Horror|Romance|Thriller,19th century|butler|housemaid|laboratory|servant,5.8
Maximum Risk ,Ringo Lam,25000000,R,101,Natasha Henstridge,Zach Grenier,Paul Ben-Victor,14095303,Action|Crime|Mystery|Romance|Thriller,fbi|fbi agent|mafia|russian mafia|twin,5.4
May ,Lucky McKee,500000,R,93,James Duval,Will Estes,Nora Zehetner,145540,Drama|Horror,case|doll|dry humor|friend|love,6.7
Me and You and Everyone We Know ,Miranda July,2000000,R,91,Najarra Townsend,Brad William Henke,Miranda July,3885134,Comedy|Drama,fellatio|seven word title|shoe salesman|title directed by female|written by director,7.4
"Me, Myself & Irene ",Bobby Farrelly,51000000,R,116,Robert Forster,Tony Cox,Rob Moran,90567722,Comedy,dissociative identity disorder|limousine|multiple personality|police|rhode island,6.5
Mean Creek ,Jacob Aaron Estes,500000,R,90,Rory Culkin,Scott Mechlowicz,Trevor Morgan,603943,Crime|Drama,boat|bully|dare|friend|river,7.3
Mean Streets ,Martin Scorsese,500000,R,112,Robert De Niro,David Carradine,David Proval,32645,Crime|Drama|Romance|Thriller,bar|catholic guilt|epilepsy|italian american|money,7.4
Memento ,Christopher Nolan,9000000,R,113,Callum Rennie,Thomas Lennon,Jorja Fox,25530884,Mystery|Thriller,flashback|memory|murder|short term memory|telephone,8.5
Men of Honor ,George Tillman Jr.,32000000,R,129,Robert De Niro,Charlize Theron,Michael Rapaport,48814909,Biography|Drama,african american|amputee|navy|racial discrimination|racism,7.2
Menace II Society ,Albert Hughes,3500000,R,97,Jada Pinkett Smith,Larenz Tate,Khandi Alexander,27900000,Crime|Drama|Thriller,1990s|escape|graduation|hustler|street,7.5
Mercury Rising ,Harold Becker,60000000,R,111,Bruce Willis,Miko Hughes,Carrie Preston,32940507,Action|Crime|Drama|Thriller,autistic child|boy|child in danger|fbi|nsa,6.1
Mercury Rising ,Harold Becker,60000000,R,111,Bruce Willis,Miko Hughes,Carrie Preston,32940507,Action|Crime|Drama|Thriller,autistic child|boy|child in danger|fbi|nsa,6.1
Mi America ,Robert Fontaine,2100000,R,125,Michael Derek,Arturo Castro,Brad Lee Wind,3330,Crime|Drama,,7.2
Michael Clayton ,Tony Gilroy,25000000,R,119,Tom Wilkinson,Denis O'Hare,Sydney Pollack,49024969,Crime|Drama|Mystery|Thriller,attorney|debt|fixer|law|law firm,7.3
Middle of Nowhere ,Ava DuVernay,200000,R,97,Omari Hardwick,David Oyelowo,Lorraine Toussaint,78030,Drama,,6.5
Midnight in the Garden of Good and Evil ,Clint Eastwood,30000000,R,155,Kevin Spacey,Bob Gunton,Leon Rippy,25078937,Crime|Drama|Mystery|Thriller,graveyard|murder|murder trial|reporter|trial,6.6
Midnight Run ,Martin Brest,30000000,R,126,Robert De Niro,Yaphet Kotto,Philip Baker Hall,38413606,Action|Comedy|Crime|Thriller,accountant|bounty hunter|fbi|mafia|mob,7.6
Milk ,Gus Van Sant,20000000,R,128,James Franco,Denis O'Hare,Lucas Grabeel,31838002,Biography|Drama|History,california|gay|gay activist|gay pickup|gay rights,7.6
Mindhunters ,Renny Harlin,27000000,R,101,LL Cool J,Clifton Collins Jr.,Eion Bailey,4476235,Crime|Horror|Mystery|Thriller,fbi|group|island|serial killer|training,6.4
Miracle at St. Anna ,Spike Lee,45000000,R,160,Joseph Gordon-Levitt,Omari Hardwick,Laz Alonso,7916887,Action|Crime|Drama|Thriller|War,boy|german soldier|partisan|trapped|village,6
Mirrors ,Alexandre Aja,35000000,R,112,Jason Flemyng,Cameron Boyce,Julian Glover,30691439,Horror|Mystery,estranged wife|evil|fire|medication|mirror,6.2
Miss March ,Zach Cregger,6000000,R,90,Hugh M. Hefner,Windell Middlebrooks,Raquel Alessi,4542775,Comedy|Romance,fellatio|hugh hefner|oral sex|playboy centerfold|topless female nudity,5.1
Mo' Better Blues ,Spike Lee,10000000,R,129,Denzel Washington,Nicholas Turturro,Charlie Murphy,16153600,Drama|Music|Romance,comeback|friend|jazz|stage|trumpet,6.5
Money Monster ,Jodie Foster,27000000,R,98,Julia Roberts,Jack O'Connell,Chris Bauer,41008532,Crime|Drama|Thriller,death|hostage|money|shot in the chest|shot in the heart,6.7
Money Talks ,Brett Ratner,25000000,R,97,Heather Locklear,Paul Sorvino,Faizon Love,41067398,Action|Comedy|Crime|Thriller,blood splatter|fistfight|murder|police|prison bus,6.1
Money Train ,Joseph Ruben,68000000,R,105,Vincent Pastore,Robert Blake,Aida Turturro,35324232,Action|Comedy|Crime|Drama|Thriller,bare breasts|breast|loan shark|subway|train,5.6
Monster ,Patty Jenkins,4500000,R,109,Charlize Theron,Bruce Dern,Pruitt Taylor Vince,34468224,Biography|Crime|Drama|Thriller,beach|female criminal|hooker|lesbian|prostitute,7.3
Monster's Ball ,Marc Forster,4000000,R,112,Heath Ledger,Peter Boyle,Marcus Lyle Brown,31252964,Drama|Romance,cunnilingus|female frontal nudity|female nudity|interracial sex|rear entry sex,7.1
Mother and Child ,Rodrigo García,4825000,R,125,Naomi Watts,Jimmy Smits,Carla Gallo,1110286,Drama|Romance,adoption|baby|girl|lawyer|sex,7.2
Movie 43 ,Elizabeth Banks,6000000,R,94,Hugh Jackman,Kate Winslet,Seth MacFarlane,8828771,Comedy,awkwardness|embarrassment|gross out|irreverence|shame,4.3
Mumford ,Lawrence Kasdan,28000000,R,112,Zooey Deschanel,Alfre Woodard,Mary McDonnell,4554569,Comedy|Drama,college|drugs|patient|psychologist|secret,6.9
Murder by Numbers ,Barbet Schroeder,50000000,R,115,Ryan Gosling,Chris Penn,Agnes Bruckner,31874869,Crime|Mystery|Thriller,disposing of a dead body|high school student|murder|sociopath|teenage boy,6.1
Murderball ,Henry Alex Rubin,1750211,R,88,Mark Zupan,Joe Bishop,Andy Cohn,1523883,Documentary|Sport,paralympics|quad rugby|rugby|team|wheelchair,7.8
My Best Friend's Girl ,Howard Deutch,40000000,R,112,Dane Cook,Taran Killam,Riki Lindhome,19151864,Comedy|Romance,breasts|female rear nudity|jesus crust pizza parlor|thong panties|wedding,5.9
My Bloody Valentine ,Patrick Lussier,15000000,R,101,Jensen Ackles,Jaime King,Edi Gathegi,51527787,Horror|Thriller,coma|death|miner|valentine|valentine's day,5.5
My Cousin Vinny ,Jonathan Lynn,11000000,R,120,Fred Gwynne,Bruce McGill,Lane Smith,52929168,Comedy|Crime,alabama|jail|judicial system|lawyer|trial,7.5
My Name Is Bruce ,Bruce Campbell,1500000,R,84,Ted Raimi,Dan Hicks,Timothy Patrick Quill,173066,Comedy|Fantasy,b movie|birthday|chinese|demon|small town,6.3
My Own Private Idaho ,Gus Van Sant,2500000,R,104,Keanu Reeves,Udo Kier,Flea,6401336,Drama,friend|hustler|italy|narcolepsy|traveling,7.1
My Soul to Take ,Wes Craven,25000000,R,107,Frank Grillo,Emily Meade,Zena Grey,14637490,Horror|Mystery|Thriller,evil|killer|murder|psychopath|serial killer,4.8
Mystic Pizza ,Donald Petrie,6000000,R,104,Julia Roberts,Lili Taylor,Conchata Ferrell,12793213,Comedy|Drama|Romance,commitment|marriage|pizza|title appears in writing|woman wearing only a man's shirt,6.2
Mystic River ,Clint Eastwood,25000000,R,138,John Doman,Spencer Treat Clark,Tom Guiry,90135191,Crime|Drama|Mystery|Thriller,ballistics|detective|friend|gun|sexual abuse,8
Narc ,Joe Carnahan,7500000,R,105,Jason Patric,Chi McBride,Alan Van Sprang,10460089,Crime|Drama|Mystery|Thriller,blood splatter|cover up|murder|police shootout|undercover,7.2
National Lampoon's Vacation ,Harold Ramis,15000000,R,98,Beverly D'Angelo,Randy Quaid,Jane Krakowski,61400000,Adventure|Comedy,amusement park|dog|family vacation|national lampoon series|vacation,7.4
Nebraska ,Alexander Payne,12000000,R,115,Devin Ratray,Bruce Dern,Will Forte,17613460,Adventure|Comedy|Drama,aging|billings montana|lincoln nebraska|nebraska|pickup truck,7.8
Neighbors 2: Sorority Rising ,Nicholas Stoller,35000000,R,92,Chloë Grace Moretz,Ike Barinholtz,Kiersey Clemons,55291815,Comedy,bare chested male|gay|gay best friend|gay man|gay marriage proposal,6
Neighbors ,Nicholas Stoller,18000000,R,97,Craig Roberts,Carla Gallo,Ike Barinholtz,150056505,Comedy,broken leg|friendship|jewish|topless female nudity|urination,6.4
Never Again ,Eric Schaeffer,500000,R,98,Peter Dinklage,Bill Duke,Michael McKean,295468,Comedy|Romance,bar|gay bar|love|mother son relationship|new york,6
New Nightmare ,Wes Craven,8000000,R,107,Miko Hughes,Heather Langenkamp,Tracy Middendorf,18090181,Fantasy|Horror|Mystery|Thriller,earthquake|elm street|freddy krueger|nightmare|sleep,6.4
Next Day Air ,Benny Boom,3000000,R,84,Omari Hardwick,Donald Faison,Mike Epps,10017041,Action|Comedy|Crime,cocaine|package|slow motion scene|topless female nudity|wrong address,5.9
Next Friday ,Steve Carr,9500000,R,98,John Witherspoon,Mike Epps,Rolando Molina,57176582,Comedy,african american|flashback|marijuana joint|porn magazine|suburb,6.1
Next Stop Wonderland ,Brad Anderson,1000000,R,104,Philip Seymour Hoffman,Callie Thorne,Holland Taylor,3386698,Comedy|Drama|Romance,love|marine biologist|nurse|personal ad|plumber,6.7
Nightcrawler ,Dan Gilroy,8500000,R,117,Jake Gyllenhaal,Michael Papajohn,James Huang,32279955,Crime|Drama|Thriller,employer employee relationship|ethics|journalism|sociopath|tv news,7.9
Ninja Assassin ,James McTeigue,40000000,R,99,Shô Kosugi,Ben Miles,Rain,38105077,Action|Crime|Thriller,critically bashed|kung fu|martial artist|martial arts|ninja,6.4
Nixon ,Oliver Stone,50000000,R,212,Anthony Hopkins,Bob Hoskins,Joan Allen,13560960,Biography|Drama|History,courtship|election|paranoia|president|quaker,7.1
No Country for Old Men ,Ethan Coen,25000000,R,122,Kelly Macdonald,Stephen Root,Barry Corbin,74273505,Crime|Drama|Thriller,coin toss|desert|sheriff|texas|tracking device,8.1
No Escape ,John Erick Dowdle,5000000,R,103,Sterling Jerins,Claire Geare,Sahajak Boonthanakit,27285953,Action|Thriller,asia|fictional country|hotel|rebellion|revolution,6.8
No Strings Attached ,Ivan Reitman,25000000,R,108,Natalie Portman,Greta Gerwig,Mindy Kaling,70625986,Comedy|Romance,ex girlfriend|funeral|hospital|male objectification|summer camp,6.2
North Country ,Niki Caro,35000000,R,126,Jeremy Renner,Charlize Theron,Sissy Spacek,18324242,Drama,based on true story|innocence|lawsuit|mine|sexual harassment,7.3
Not Another Teen Movie ,Joel Gallen,16000000,R,99,Chris Evans,JoAnna Garcia Swisher,Mia Kirshner,37882551,Comedy,cheerleader|foreign exchange student|incestuous desire|incestuous kiss|prom,5.7
Nothing to Lose ,Steve Oedekerk,25000000,R,98,Kelly Preston,Michael McKean,Rebecca Gayheart,44455658,Action|Adventure|Comedy|Crime,boss|ghetto|money|robber|robbery,6.7
November ,Greg Harrison,150000,R,78,Amir Talai,Anne Archer,Nora Dunn,191309,Drama|Mystery|Thriller,female protagonist|murder|photographer|robbery|shot to death,5.5
Novocaine ,David Atkins,6000000,R,95,Chelcie Ross,Lynne Thigpen,Polly Noonan,2025238,Comedy|Crime|Drama|Thriller,dentist|drugs|murder|sex|sunflower,5.8
Nowhere to Run ,Robert Harmon,15000000,R,94,Kieran Culkin,Rosanna Arquette,Joss Ackland,22189039,Action|Crime|Drama|Romance|Thriller,business|escaped convict|farm|motorcycle|widow,5.5
O ,Tim Blake Nelson,5000000,R,95,Mekhi Phifer,Andrew Keegan,John Heard,16017403,Drama|Romance|Thriller,basketball|basketball player|boarding school|love|shakespeare's othello,6.2
Observe and Report ,Jody Hill,18000000,R,86,Collette Wolfe,Celia Weston,Dan Bakkedahl,23993605,Comedy|Crime|Drama,male pubic hair|mall|police detective|pubic hair|security guard,5.8
Oculus ,Mike Flanagan,5000000,R,104,James Lafferty,Rory Cochrane,Garrett Ryan,27689474,Horror|Mystery,home office|mirror|released from a mental hospital|trauma|video camera,6.5
Office Space ,Mike Judge,10000000,R,89,Gary Cole,Stephen Root,Diedrich Bader,10824921,Comedy,boss|computer|downsizing|neighbor|office,7.8
Old School ,Todd Phillips,24000000,R,88,Will Ferrell,Leah Remini,Patrick Fischler,74608545,Comedy,college|fraternity|friend|house|party,7.2
Olympus Has Fallen ,Antoine Fuqua,70000000,R,119,Gerard Butler,Morgan Freeman,Radha Mitchell,98895417,Action|Thriller,political thriller|politics|president|speaker of the house|u.s. president,6.5
On Deadly Ground ,Steven Seagal,50000000,R,101,Mike Starr,Joan Chen,Sven-Ole Thorsen,38590500,Action|Adventure|Thriller,environmental|murder|oil|oil spill|tribe,4.4
Once Upon a Time in Mexico ,Robert Rodriguez,29000000,R,102,Johnny Depp,Salma Hayek,Enrique Iglesias,55845943,Action|Crime|Thriller,agent|cia|mariachi|mexican|president,6.4
One Flew Over the Cuckoo's Nest ,Milos Forman,4400000,R,133,Scatman Crothers,Michael Berryman,Louise Fletcher,112000000,Drama,1960s|escape|mental institution|nurse|sexuality,8.7
One Hour Photo ,Mark Romanek,12000000,R,96,Robin Williams,Gary Cole,Connie Nielsen,31597131,Drama|Thriller,insanity|photo lab|photo shop|photography|voyeur,6.8
