movie_title,director_name,duration,actor_1_name,actor_2_name,actor_3_name,gross,genres,plot_keywords,language,country,content_rating,budget,imdb_score,aspect_ratio
Unbreakable ,M. Night Shyamalan,106,Robin Wright,Bruce Willis,Michael Kelly,94999143,Drama|Mystery|Sci-Fi|Thriller,child with gun|comic book|invulnerability|superhero|train crash,English,USA,PG-13,75000000,7.2,2.35
Unbroken ,Angelina Jolie Pitt,137,Finn Wittrock,Jack O'Connell,Alex Russell,115603980,Biography|Drama|Sport|War,emaciation|male nudity|plane crash|prisoner of war|torture,English,USA,PG-13,65000000,7.2,2.35
Under Siege 2: Dark Territory ,Geoff Murphy,92,Peter Greene,Brenda Bakke,Patrick Kilpatrick,50024083,Action|Thriller,colorado|niece|satellite|terrorist|train,English,USA,R,60000000,5.4,1.85
Under the Rainbow ,Steve Rash,98,Mako,Adam Arkin,Billy Barty,8500000,Comedy,assassin|hotel|japanese tourist|secret service|wizard of oz,English,USA,PG,20000000,5.4,1.78
Under the Tuscan Sun ,Audrey Wells,113,Raoul Bova,Lindsay Duncan,Mario Monicelli,43601508,Comedy|Drama|Romance,author|book|vacation|villa|writer,English,USA,PG-13,18000000,6.7,1.85
Underclassman ,Marcos Siega,95,Cheech Marin,Nick Cannon,Kaylee DeFer,5654777,Action|Comedy|Crime|Drama|Thriller,police|private school|shootout|undercover|wigger,English,USA,PG-13,25000000,4.1,2.35
Undercover Brother ,Malcolm D. Lee,86,Dave Chappelle,Eddie Griffin,Chi McBride,38230435,Action|Comedy,african american|cadillac|disguise|secret agent|undercover,English,USA,PG-13,25000000,5.8,1.85
Underworld: Awakening ,Måns Mårlind,88,Theo James,Stephen Rea,Sandrine Holt,62321039,Action|Fantasy|Horror,battle|cryogenics|detective|scientist|vampire,English,USA,R,70000000,6.4,2.35
Underworld: Evolution ,Len Wiseman,102,Sophia Myles,Tony Curran,Derek Jacobi,62318875,Action|Adventure|Fantasy|Sci-Fi|Thriller,death|feud|forbidden love|vampire|werewolf,English,USA,R,50000000,6.8,2.35
Underworld: Rise of the Lycans ,Patrick Tatopoulos,92,Craig Parker,Kevin Grevioux,Steven Mackintosh,45802315,Action|Adventure|Fantasy|Sci-Fi|Thriller,battle|slave|vampire|warrior|werewolf,English,USA,R,35000000,6.6,2.35
Undisputed ,Walter Hill,94,Fisher Stevens,Wes Studi,Jon Seda,12398628,Action|Crime|Drama|Sport,boxing|fight|heavyweight champion|iceman|prison,English,USA,R,20000000,6.1,2.35
Unfaithful ,Adrian Lyne,124,Olivier Martinez,Erik Per Sullivan,Chad Lowe,52752475,Drama|Thriller,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,English,USA,R,50000000,6.7,1.85
Unfinished Business ,Ken Scott,91,Tom Wilkinson,June Diane Raphael,Melissa McMeekin,10214013,Comedy,business trip|company|glory hole|male frontal nudity|male nudity,English,USA,R,35000000,5.4,2.35
Unforgiven ,Clint Eastwood,131,Clint Eastwood,Morgan Freeman,Frances Fisher,101157447,Drama|Western,englishman|leaving flowers on a grave|one last job|reputation|visiting wife's grave,English,USA,R,14400000,8.3,2.35
Unfriended ,Levan Gabriadze,83,Shelley Hennig,Renee Olstead,Heather Sossaman,31537320,Horror|Mystery|Thriller,blender|computer screen|secret|skype|webcam,English,USA,R,1000000,5.7,1.85
United 93 ,Paul Greengrass,111,Christian Clemenson,David Alan Basche,Susan Blommaert,31471430,Drama|History|Thriller,flight|passenger|plane|september 11 2001|terrorist,English,USA,R,15000000,7.6,2.35
Universal Soldier: The Return ,Mic Rodgers,83,Michael Jai White,Daniel von Bargen,Xander Berkeley,10431220,Action|Sci-Fi,combat|computer|general|military|reporter,English,USA,R,24000000,4.1,1.85
Unstoppable ,Tony Scott,98,Denzel Washington,Rosario Dawson,Ethan Suplee,81557479,Action|Thriller,freight train|race against time|runaway train|train|train engineer,English,USA,PG-13,100000000,6.8,2.35
Untraceable ,Gregory Hoblit,101,Billy Burke,Jesse Tyler Ferguson,Joseph Cross,28687835,Crime|Drama|Thriller,cat|fbi agent|murder|serial killer|website,English,USA,R,35000000,6.2,2.35
Up Close & Personal ,Jon Avnet,124,Joe Mantegna,Stockard Channing,Raymond Cruz,51045801,Drama|Romance,journalism|news anchor|newscast|newscaster|tv journalism,English,USA,PG-13,60000000,6.1,1.85
Up in the Air ,Jason Reitman,108,J.K. Simmons,Anna Kendrick,Chris Lowell,83813460,Drama|Romance,airport|business trip|downsizing|on the road|travel,English,USA,R,25000000,7.4,1.85
Up ,Pete Docter,96,John Ratzenberger,Delroy Lindo,Jess Harnell,292979556,Adventure|Animation|Comedy|Family,balloon|house|promise|retirement|skeleton,English,USA,PG,175000000,8.3,1.85
Urban Legend ,Jamie Blanks,99,Alicia Witt,Loretta Devine,Julian Richings,38048637,Horror|Mystery|Thriller,campus|death|friend|professor|urban legend,English,USA,R,14000000,5.5,2.35
Urban Legends: Final Cut ,John Ottman,97,Loretta Devine,Joey Lawrence,Jacinda Barrett,21468807,Horror|Mystery|Thriller,film set|movie set|sequel|slow motion|urban legend,English,USA,R,14000000,4.1,2.35
Urbania ,Jon Shear,106,Dan Futterman,Josh Hamilton,Matt Keeslar,1027119,Drama,hot dog bun|needle|new york|rat|tourist,English,USA,R,225000,7,1.85
V for Vendetta ,James McTeigue,132,Natalie Portman,Eddie Marsan,Rupert Graves,70496802,Action|Drama|Thriller,dystopia|freedom|government|revolution|terrorist,English,USA,R,54000000,8.2,2.35
Vacation ,John Francis Daley,99,Chris Hemsworth,Norman Reedus,Beverly D'Angelo,58879132,Adventure|Comedy,amusement park|dysfunctional family|road trip|sequel|vacation,English,USA,R,31000000,6.1,2.35
Valentine ,Jamie Blanks,96,Marley Shelton,Jessica Capshaw,Johnny Whitworth,20384136,Horror|Mystery|Thriller,dance|nosebleed|revenge|valentine|valentine's day,English,USA,R,10000000,4.7,2.35
Valentine's Day ,Garry Marshall,125,Bradley Cooper,Taylor Lautner,Anne Hathaway,110476776,Comedy|Romance,flower|indian restaurant|tv station|valentine|valentine's day,English,USA,PG-13,52000000,5.7,1.85
Valkyrie ,Bryan Singer,121,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,83077470,Drama|History|Thriller|War,american actor playing foreigner|assassination|conspiracy|military|nazis,English,USA,PG-13,75000000,7.1,1.85
Vampire in Brooklyn ,Wes Craven,100,John Witherspoon,W. Earl Brown,Allen Payne,19900000,Comedy|Fantasy|Horror|Romance,blood|destiny|nightmare|partner|vampire,English,USA,R,20000000,4.5,1.85
Vampires Suck ,Jason Friedberg,82,Diedrich Bader,Dave Foley,Anneliese van der Pol,36658108,Comedy,cat|friend|love|sheriff|teenager,English,USA,PG-13,20000000,3.5,1.85
Vampires ,John Carpenter,104,Sheryl Lee,Cary-Hiroyuki Tagawa,Maximilian Schell,20241395,Action|Horror|Thriller,cross|relic|team|vampire|vampire hunter,English,USA,R,20000000,6.1,2.35
Vamps ,Amy Heckerling,92,Taylor Negron,Justin Kirk,Ivan Sergei,2964,Comedy|Horror|Romance,murder|new york city|one word title|vampire|vampire slayer,English,USA,PG-13,16000000,5.1,1.78
Vanilla Sky ,Cameron Crowe,141,Tom Cruise,Ivana Milicevic,Noah Taylor,100614858,Fantasy|Mystery|Romance|Sci-Fi|Thriller,death|dream|love|lynchian|reality,English,USA,R,68000000,6.9,1.85
Vanity Fair ,Mira Nair,141,Romola Garai,Roger Lloyd Pack,Lillete Dubey,16123851,Drama,aristocrat|english|painter|painting|singer,English,USA,PG-13,23000000,6.2,2.35
Vantage Point ,Pete Travis,90,Dennis Quaid,Edgar Ramírez,William Hurt,72266306,Crime|Drama|Mystery|Thriller,explosion|multiple perspectives|president|secret service|shooting,English,USA,PG-13,40000000,6.6,2.35
Varsity Blues ,Brian Robbins,106,Paul Walker,Ron Lester,Mark Walters,52885587,Comedy|Drama|Romance|Sport,coach|coyote|popularity|quarterback|texas,English,USA,R,16000000,6.4,1.85
Vertical Limit ,Martin Campbell,124,Nicholas Lea,Scott Glenn,Ben Mendelsohn,68473360,Action|Adventure|Drama|Thriller,death|die hard scenario|k2|rescue|urination,English,USA,PG-13,75000000,5.9,1.85
Very Bad Things ,Peter Berg,100,Jon Favreau,Daniel Stern,Jeanne Tripplehorn,9801782,Comedy|Crime|Thriller,bachelor party|breasts|friend|prostitute|wedding,English,USA,R,10000000,6.3,1.85
Victor Frankenstein ,Paul McGuigan,110,Daniel Radcliffe,Spencer Wilding,Daniel Mays,5773519,Drama|Horror|Sci-Fi|Thriller,assistant|experiment|frankenstein|medical student|scientist,English,USA,PG-13,40000000,6,2.35
Virtuosity ,Brett Leonard,106,Denzel Washington,Costas Mandylor,Traci Lords,24048000,Action|Crime|Sci-Fi|Thriller,android|ex cop|serial killer|virtual character come to life|virtual reality,English,USA,R,30000000,5.5,2.35
Volcano ,Mick Jackson,104,Don Cheadle,Anne Heche,Gaby Hoffmann,47474112,Action|Drama|Sci-Fi|Thriller,earthquake|fire|lava|rescue|volcano,English,USA,PG-13,90000000,5.4,1.85
W. ,Oliver Stone,129,Toby Jones,Scott Glenn,Bruce McGill,25517500,Biography|Drama|History,bible|cabinet meeting|dog|drinking|family relationships,English,USA,PG-13,25100000,6.4,2.35
Wag the Dog ,Barry Levinson,97,Robert De Niro,Kirsten Dunst,John Michael Higgins,43022524,Comedy|Drama,death|election|hollywood|president|scandal,English,USA,R,15000000,7.1,1.85
Waiting for Guffman ,Christopher Guest,84,Catherine O'Hara,Fred Willard,Larry Miller,2892582,Comedy,amateur theater|dentist|missouri|small town|travel agent,English,USA,R,4000000,7.6,1.85
Waiting... ,Rob McKittrick,94,Ryan Reynolds,Dane Cook,Vanessa Lengies,16101109,Comedy,cook|dishwasher|flashing|male frontal nudity|waiter,English,USA,R,3000000,6.8,1.85
Waitress ,Adrienne Shelly,108,Lew Temple,Cheryl Hines,Eddie Jemison,19067631,Comedy|Drama|Romance,domestic violence|pregnancy|unhappy marriage|unwanted pregnancy|waitress,English,USA,PG-13,2000000,7.1,1.85
Walk Hard: The Dewey Cox Story ,Jake Kasdan,120,Tim Meadows,Nat Faxon,Matt Price,18317151,Comedy|Music,drugs|elvis|musician|singer|the beatles,English,USA,R,35000000,6.7,2.35
Walk the Line ,James Mangold,153,Sandra Ellis Lafferty,Dallas Roberts,Tyler Hilton,119518352,Biography|Drama|Music|Romance,1960s|accident|concert|guitar|prison,English,USA,PG-13,28000000,7.9,2.39
Walking Tall ,Kevin Bray,86,Dwayne Johnson,Ashley Scott,Michael Bowen,45860039,Action|Crime,casino|football|sheriff|special forces|violence,English,USA,PG-13,56000000,6.2,2.35
Walking with Dinosaurs 3D ,Barry Cook,87,Charlie Rowe,Tiya Sircar,Madison Rothschild,36073232,Adventure|Animation|Family,brother|dinosaur|head butt|hero|orphan,English,USA,PG,80000000,5.2,2.35
Wall Street: Money Never Sleeps ,Oliver Stone,136,Frank Langella,Austin Pendleton,John Buffalo Mailer,52474616,Drama,corporate greed|crisis|economy|greed|mentor,English,USA,PG-13,70000000,6.3,2.35
Wall Street ,Oliver Stone,126,Hal Holbrook,Tamara Tunie,James Karen,43848100,Crime|Drama,1980s|argument|critique of capitalism|f word|fired from the job,English,USA,R,15000000,7.4,1.85
WALL·E ,Andrew Stanton,98,John Ratzenberger,Fred Willard,Jeff Garlin,223806889,Adventure|Animation|Family|Sci-Fi,earth|obesity|plant|robot|soil,English,USA,G,180000000,8.4,2.35
Wanted ,Timur Bekmambetov,110,Angelina Jolie Pitt,Morgan Freeman,Common,134568845,Action|Crime|Fantasy|Thriller,assassin|bobble head doll|femme fatale|rejuvenation|strong female lead,English,USA,R,75000000,6.7,2.35
War Horse ,Steven Spielberg,146,Jeremy Irvine,Benedict Cumberbatch,Eddie Marsan,79883359,Drama|War,barbed wire|british|cavalry|horse|world war one,English,USA,PG-13,66000000,7.2,2.35
War of the Worlds ,Steven Spielberg,116,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,234277056,Adventure|Sci-Fi|Thriller,alien|fight|storm|survival|tripod,English,USA,PG-13,132000000,6.5,1.85
"War, Inc. ",Joshua Seftel,107,Bashar Rahal,Sergej Trifunovic,Ned Bellamy,578527,Action|Comedy|Thriller,assassin|corporation|pop star|reporter|satire,English,USA,R,10000000,5.7,1.78
War ,Philip G. Atwell,103,Jason Statham,Jet Li,Nadine Velazquez,22466994,Action|Crime|Thriller,assassin|betrayal|fbi|fbi agent|yakuza,English,USA,R,25000000,6.3,2.35
Warcraft ,Duncan Jones,123,Dominic Cooper,Callum Rennie,Ruth Negga,46978995,Action|Adventure|Fantasy,based on video game|fictional language|fictional war|orc|sword and sorcery,English,USA,PG-13,160000000,7.3,2.35
WarGames ,John Badham,114,Matthew Broderick,Barry Corbin,Ally Sheedy,79568000,Sci-Fi|Thriller,computer|game|high school|norad|teenager,English,USA,PG,12000000,7.1,1.85
Warlock: The Armageddon ,Anthony Hickox,98,Julian Sands,Zach Galligan,Paula Marshall,3902679,Fantasy|Horror,druid|eclipse|rune|scalping|warlock,English,USA,R,3000000,5.3,1.66
Warlock ,Steve Miner,103,Julian Sands,Richard E. Grant,Lori Singer,9094451,Action|Fantasy|Horror|Thriller,17th century|book|death|warlock|witch hunter,English,USA,R,7000000,6.2,1.85
Warm Bodies ,Jonathan Levine,98,Cory Hardrict,Vincent Leclerc,Daniel Rindress-Kay,66359959,Comedy|Horror|Romance,fight|memory|teenager|undead|zombie,English,USA,PG-13,35000000,6.9,2.35
Warrior ,Gavin O'Connor,140,Tom Hardy,Frank Grillo,Kevin Dunn,13651662,Drama|Sport,alcoholic|mixed martial arts|return home|tournament|underdog,English,USA,PG-13,25000000,8.2,2.35
Warriors of Virtue ,Ronny Yu,101,Marley Shelton,Lee Arenberg,Angus Macfadyen,6448817,Action|Adventure|Fantasy,anthropomorphic animal|football|kangaroo|sword and sorcery|water boy,English,USA,PG,35000000,4.6,2.35
Watchmen ,Zack Snyder,215,Matt Frewer,Billy Crudup,Stephen McHattie,107503316,Action|Drama|Mystery|Sci-Fi,conspiracy|cynicism|false promise of the american dream|male full frontal nudity|male nudity,English,USA,R,130000000,7.7,2.35
Water for Elephants ,Francis Lawrence,120,Robert Pattinson,Christoph Waltz,James Frain,58700247,Drama|Romance,circus|circus vargas|elephant|fear|train,English,USA,PG-13,38000000,6.9,2.35
Waterworld ,Kevin Reynolds,176,Jeanne Tripplehorn,Rick Aviles,Zakes Mokae,88246220,Action|Adventure|Sci-Fi|Thriller,future|sail|sea|smoker|water,English,USA,PG-13,175000000,6.1,1.85
Wayne's World ,Penelope Spheeris,94,Tia Carrere,Lara Flynn Boyle,Kurt Fuller,121697350,Comedy|Music,basement|lead actor's first film|long hair|public access|title directed by female,English,USA,PG-13,20000000,7,1.85
We Are Marshall ,McG,131,Matthew McConaughey,Kimberly Williams-Paisley,Brian Geraghty,43532294,Drama|Sport,coach|football|football team|marshall university|university,English,USA,PG,65000000,7.1,2.35
We Own the Night ,James Gray,117,Robert Duvall,Oleg Taktarov,Antoni Corone,28563179,Crime|Drama|Thriller,arrest|drugs|loyalty|raid|violence,English,USA,R,21000000,6.9,1.85
We Were Soldiers ,Randall Wallace,124,Jon Hamm,Marc Blucas,Chris Klein,78120196,Action|Drama|History|War,air cavalry|battle|major|soldier|vietnamese,English,USA,R,75000000,7.1,2.35
"Welcome Home, Roscoe Jenkins ",Malcolm D. Lee,114,Mo'Nique,Mike Epps,Cedric the Entertainer,42168445,Comedy|Drama|Romance,african american protagonist|comma in title|four word title|name in title|talk show host,English,USA,PG-13,35000000,5.3,1.85
Welcome to Collinwood ,Anthony Russo,86,Michael Jeter,Isaiah Washington,Andy Davoli,333976,Comedy|Crime,boxing knockout|heist|implied sex|keys|prison,English,USA,R,12000000,6.4,2.35
Welcome to Mooseport ,Donald Petrie,110,Rip Torn,Ray Romano,Maura Tierney,14469428,Comedy|Romance,mayor|pink panties|upskirt|white panties|yellow panties,English,USA,PG-13,26000000,5.2,1.85
Welcome to the Dollhouse ,Todd Solondz,88,Heather Matarazzo,Ken Leung,Christina Vidal,4771000,Comedy|Drama,bully|first crush|school|social outcast|taunting,English,USA,R,800000,7.5,1.85
Wendy and Lucy ,Kelly Reichardt,80,John Robinson,Lucy,Will Oldham,856942,Drama,car|dog|flip phone|rape threat|vulnerable,English,USA,R,200000,7.1,1.85
We're No Angels ,Neil Jordan,106,Robert De Niro,Demi Moore,James Russo,10555348,Comedy|Crime,con|convict|escape|police|priest,English,USA,PG-13,20000000,6,2.35
We're the Millers ,Rawson Marshall Thurber,118,Laura-Leigh,Molly C. Quinn,Thomas Lennon,150368971,Comedy|Crime,fake family|male frontal nudity|marijuana|mexico|stripper,English,USA,R,37000000,7,2.35
West Side Story ,Jerome Robbins,152,Rita Moreno,George Chakiris,Richard Beymer,43650000,Crime|Drama|Musical|Romance|Thriller,dance|gang|new york city|puerto rican|tragedy,English,USA,Unrated,6000000,7.6,2.2
What a Girl Wants ,Dennie Gordon,105,Colin Firth,Oliver James,Kelly Preston,35990505,Comedy|Drama|Family|Romance,american|daughter|england|father|politician,English,USA,PG,20000000,5.8,2.35
What Dreams May Come ,Vincent Ward,113,Robin Williams,Annabella Sciorra,Rosalind Chao,55350897,Drama|Fantasy|Romance,heaven|hell|soul|soul mate|suicide,English,USA,PG-13,85000000,7,2.35
What Happens in Vegas ,Tom Vaughan,101,Treat Williams,Andrew Daly,Michelle Krusiec,80276912,Comedy|Romance,casino|father son relationship|jackpot|judge|wedding,English,USA,PG-13,35000000,6.1,2.35
What Just Happened ,Barry Levinson,104,Robert De Niro,Robin Wright,Kristen Stewart,1089365,Comedy|Drama,actor|agent|beard|cannes|hollywood,English,USA,R,25000000,5.7,2.35
What Lies Beneath ,Robert Zemeckis,130,Harrison Ford,Amber Valletta,Miranda Otto,155370362,Drama|Fantasy|Horror|Mystery|Thriller,ghost|haunted house|research|secret|vermont,English,USA,PG-13,100000000,6.6,2.35
What Planet Are You From? ,Mike Nichols,87,Judy Greer,Linda Fiorentino,Garry Shandling,6291602,Comedy|Sci-Fi,alien|baby|banker|pregnancy|question in title,English,USA,R,50000000,5.6,1.85
What to Expect When You're Expecting ,Kirk Jones,110,Anna Kendrick,Dennis Quaid,Thomas Lennon,41102171,Comedy|Drama|Romance,baby|expecting twins|hawaiian shirt|photographer|pregnancy,English,USA,PG-13,40000000,5.7,2.35
What Women Want ,Nancy Meyers,127,Judy Greer,Lisa Edelstein,Loretta Devine,182805123,Comedy|Fantasy|Romance,advertising|battle of the sexes|ex husband ex wife relationship|pantyhose|telepathy,English,USA,PG-13,70000000,6.4,1.37
Whatever It Takes ,David Raynr,94,James Franco,Jodi Lyn O'Keefe,Marla Sokoloff,8735529,Comedy|Drama|Romance,male objectification|manipulative behavior|modern day adaptation|narcissistic woman|promiscuous woman,English,USA,PG-13,15000000,5.5,1.85
Whatever Works ,Woody Allen,92,Larry David,Michael McKean,Conleth Hill,5306447,Comedy|Romance,atheist|limp|quantum mechanics|religion|runaway,English,USA,PG-13,15000000,7.2,1.85
What's Eating Gilbert Grape ,Lasse Hallström,118,Johnny Depp,Leonardo DiCaprio,Kevin Tighe,9170214,Drama|Romance,apostrophe in title|face slap|four word title|grocery store|police,English,USA,PG-13,11000000,7.8,1.85
What's the Worst That Could Happen? ,Sam Weisman,94,Bernie Mac,Larry Miller,Richard Schiff,32095318,Comedy|Crime,businessman|ring|thief|vulgarity|washington d.c.,English,USA,PG-13,45000000,5.5,1.85
What's Your Number? ,Mark Mylod,117,Chris Evans,Ari Graynor,Ed Begley Jr.,13987482,Comedy|Romance,ex boyfriend|morning after|prince charming|quarrel|womanizer,English,USA,R,20000000,6,1.85
When a Stranger Calls ,Simon West,87,Madeline Carroll,Tessa Thompson,Brian Geraghty,47860214,Horror|Thriller,babysitting|cell phone|high school|nightmare|teenager,English,USA,PG-13,15000000,5,2.35
When Harry Met Sally... ,Rob Reiner,89,Bruno Kirby,Gretchen Palmer,Harley Jane Kozak,92823600,Comedy|Drama|Romance,friendship|love|male female friendship|new york|sex,English,USA,R,16000000,7.6,1.85
When the Game Stands Tall ,Thomas Carter,115,Jessie T. Usher,Matthew Daddario,Ser'Darius Blain,30127963,Drama|Family|Sport,coach|high school football,English,USA,PG,15000000,6.7,1.85
